,name,mana_cost,cmc,oracle_text,prices,set,rarity
6790,Scytheclaw,{5},5.0,Living weapon (When this Equipment enters the battlefield  create a 0/0 black Phyrexian Germ creature token  then attach this to it.) Equipped creature gets +1/+1. Whenever equipped creature deals combat damage to a player  that player loses half their life  rounded up. Equip {3},0.23,znc,2
6791,Supernatural Rescue,{3}{W},4.0,This spell has flash as long as you control a Spirit. When you cast this spell  tap up to two target creatures you don't control. Enchant creature you control Enchanted creature gets +1/+2.,0.01,vow,0
6792,Ferocious Charge,{2}{G},3.0,Target creature gets +4/+4 until end of turn. Scry 2. (Look at the top two cards of your library  then put any number of them on the bottom of your library and the rest on top in any order.),0.08,5dn,0
6793,Frantic Inventory,{1}{U},2.0,Draw a card  then draw cards equal to the number of cards named This Card in your graveyard.,0.07,m21,0
6794,Forced Landing,{1}{G},2.0,Put target creature with flying on the bottom of its owner's library.,0.01,war,0
6795,Midnight Haunting,{2}{W},3.0,Create two 1/1 white Spirit creature tokens with flying.,0.3,c14,1
6796,Contract Killing,{3}{B}{B},5.0,"Destroy target creature. Create two Treasure tokens. (They're artifacts with ""{T}  Sacrifice this artifact: Add one mana of any color."")",0.06,xln,0
6797,Ego Erasure,{2}{U},3.0,Changeling (This card is every creature type.) Creatures target player controls get -2/-0 and lose all creature types until end of turn.,0.16,lrw,1
6798,In Search of Greatness,{G}{G},2.0,At the beginning of your upkeep  you may cast a permanent spell from your hand with mana value equal to 1 plus the highest mana value among other permanents you control without paying its mana cost. If you don't  scry 1.,0.32,khm,2
6799,Planar Overlay,{2}{U},3.0,Each player chooses a land they control of each basic land type. Return those lands to their owners' hands.,0.23,pls,2
6800,Chronostutter,{5}{U},6.0,Put target creature into its owner's library second from the top.,0.08,m15,0
6801,Wheel and Deal,{3}{U},4.0,Any number of target opponents each discard their hands  then draw seven cards. Draw a card.,9.74,ons,2
6802,Grip of Desolation,{4}{B}{B},6.0,Devoid (This card has no color.) Exile target creature and target land.,0.1,bfz,1
6803,Guild Globe,{2},2.0,When This Card enters the battlefield  draw a card. {2}  {T}  Sacrifice This Card: Add two mana of different colors.,0.04,war,0
6805,Lobotomy,{2}{U}{B},4.0,Target player reveals their hand  then you choose a card other than a basic land card from it. Search that player's graveyard  hand  and library for all cards with the same name as the chosen card and exile them. Then that player shuffles.,0.15,inv,1
6806,Pause for Reflection,{2}{G},3.0,Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.) Prevent all combat damage that would be dealt this turn.,0.03,grn,0
6807,Rites of Spring,{1}{G},2.0,Discard any number of cards. Search your library for up to that many basic land cards  reveal them  put them into your hand  then shuffle.,0.22,ody,0
6808,"Daretti, Scrap Savant Emblem",_,0.0,Whenever an artifact is put into your graveyard from the battlefield  return that card to the battlefield at the beginning of the next end step.,4.01,tcm2,0
6809,Thriving Grove,_,0.0,This Card enters the battlefield tapped. As This Card enters the battlefield  choose a color other than green. {T}: Add {G} or one mana of the chosen color.,0.13,ncc,0
6810,Mindslaver,{6},6.0,{4}  {T}  Sacrifice This Card: You control target player during that player's next turn. (You see all cards that player could see and make all decisions for the player.),5.21,som,3
6811,Burden of Greed,{3}{B},4.0,Target player loses 1 life for each tapped artifact they control.,0.08,dst,0
6812,Desolation,{1}{B}{B},3.0,At the beginning of each end step  each player who tapped a land for mana this turn sacrifices a land. This Card deals 2 damage to each player who sacrificed a Plains this way.,1.11,vis,1
6813,Heat Stroke,{2}{R},3.0,At end of combat  destroy each creature that blocked or was blocked this turn.,4.68,wth,2
6814,Howling Moon,{2}{G},3.0,At the beginning of combat on your turn  target Wolf or Werewolf you control gets +2/+2 until end of turn. Whenever an opponent casts their second spell each turn  create a 2/2 green Wolf creature token.,0.31,vow,2
6815,Ral's Dispersal,{3}{U}{U},5.0,Return target creature to its owner's hand. You may search your library and/or graveyard for a card named Ral  Caller of Storms  reveal it  and put it into your hand. If you search your library this way  shuffle.,0.11,grn,2
6816,March of Burgeoning Life,{X}{G},1.0,As an additional cost to cast this spell  you may exile any number of green cards from your hand. This spell costs {2} less to cast for each card exiled this way. Choose target creature with mana value less than X. Search your library for a creature card with the same name as that creature  put it onto the battlefield tapped  then shuffle.,0.1,neo,2
6817,Deep Reconnaissance,{2}{G},3.0,Search your library for a basic land card  put that card onto the battlefield tapped  then shuffle. Flashback {4}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.),0.21,ody,1
6818,Last Gasp,{1}{B},2.0,Target creature gets -3/-3 until end of turn.,0.02,jmp,0
6819,Which of You Burns Brightest?,_,0.0,When you set this scheme in motion  you may pay {X}. If you do  this scheme deals X damage to target opponent or planeswalker and each creature that player or that planeswalker's controller controls.,2.23,oarc,0
6820,Zendikar's Roil,{3}{G}{G},5.0,Landfall — Whenever a land enters the battlefield under your control  create a 2/2 green Elemental creature token.,0.51,znc,1
6821,Morningtide,{1}{W},2.0,Exile all graveyards.,0.29,tor,2
6822,Ixidor's Will,{2}{U},3.0,Counter target spell unless its controller pays {2} for each Wizard on the battlefield.,0.14,ons,0
6823,Hot Soup,{1},1.0,Equipped creature can't be blocked. Whenever equipped creature is dealt damage  destroy it. Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.),0.25,m15,1
6824,Attrition,{1}{B}{B},3.0,{B}  Sacrifice a creature: Destroy target nonblack creature.,10.22,cmd,2
6825,Band Together,{2}{G},3.0,Up to two target creatures you control each deal damage equal to their power to another target creature.,0.03,clb,0
6826,Monsoon,{2}{R}{G},4.0,At the beginning of each player's end step  tap all untapped Islands that player controls and This Card deals X damage to the player  where X is the number of Islands tapped this way.,0.29,ice,2
6827,Cradle to Grave,{1}{B},2.0,Destroy target nonblack creature that entered the battlefield this turn.,0.11,plc,0
6828,Agent's Toolkit,{1}{G}{U},3.0,This Card enters the battlefield with a +1/+1 counter  a flying counter  a deathtouch counter  and a shield counter on it. (If it would be dealt damage or destroyed  remove a shield counter from it instead.) Whenever a creature enters the battlefield under your control  you may move a counter from This Card onto that creature. {2}  Sacrifice This Card: Draw a card.,0.24,ncc,2
6829,Stensia Uprising,{2}{R}{R},4.0,At the beginning of your end step  create a 1/1 red Human creature token. Then if you control exactly thirteen permanents  you may sacrifice This Card. When you do  it deals 7 damage to any target.,0.08,vow,2
6831,Incendiary,{R},1.0,Enchant creature At the beginning of your upkeep  you may put a fuse counter on This Card. When enchanted creature dies  This Card deals X damage to any target  where X is the number of fuse counters on This Card.,0.23,uds,1
6832,Curator's Ward,{2}{U},3.0,Enchant permanent Enchanted permanent has hexproof. When enchanted permanent leaves the battlefield  if it was historic  draw two cards. (Artifacts  legendaries  and Sagas are historic.),0.28,dom,1
6833,Inquisitor's Flail,{2},2.0,If equipped creature would deal combat damage  it deals double that damage instead. If another creature would deal combat damage to equipped creature  it deals double that damage to equipped creature instead. Equip {2},0.3,isd,1
6834,Grisly Salvage,{B}{G},2.0,Reveal the top five cards of your library. You may put a creature or land card from among them into your hand. Put the rest into your graveyard.,0.27,c20,0
6835,Lithomancer's Focus,{W},1.0,Target creature gets +2/+2 until end of turn. Prevent all damage that would be dealt to that creature this turn by colorless sources.,0.07,bfz,0
6836,Avacyn's Memorial,{5}{W}{W}{W},8.0,Indestructible Other legendary permanents you control have indestructible.,4.06,mic,3
6837,Dragonspark Reactor,{1}{R},2.0,Whenever This Card or another artifact enters the battlefield under your control  put a charge counter on This Card. {4}  Sacrifice This Card: It deals damage equal to the number of charge counters on it to target player and that much damage to up to one target creature.,0.12,neo,1
6838,Shell of the Last Kappa,{3},3.0,{3}  {T}: Exile target instant or sorcery spell that targets you. (The spell has no effect.) {3}  {T}  Sacrifice This Card: You may cast a spell from among cards exiled with This Card without paying its mana cost.,0.48,chk,2
6839,Cessation,{2}{W},3.0,Enchant creature Enchanted creature can't attack. When This Card is put into a graveyard from the battlefield  return This Card to its owner's hand.,0.18,ulg,0
6840,Captain's Maneuver,{X}{R}{W},2.0,The next X damage that would be dealt to target creature  planeswalker  or player this turn is dealt to another target creature  planeswalker  or player instead.,0.21,hop,1
6841,Volrath's Dungeon,{2}{B}{B},4.0,Pay 5 life: Destroy This Card. Any player may activate this ability but only during their turn. Discard a card: Target player puts a card from their hand on top of their library. Activate only as a sorcery.,0.36,exo,2
6842,Infernal Tribute,{B}{B}{B},3.0,{2}  Sacrifice a nontoken permanent: Draw a card.,6.02,wth,2
6843,Change of Heart,{W},1.0,Buyback {3} (You may pay an additional {3} as you cast this spell. If you do  put this card into your hand as it resolves.) Target creature can't attack this turn.,0.12,sth,0
6844,Exclude,{2}{U},3.0,Counter target creature spell. Draw a card.,0.14,jmp,1
6845,Fiery Intervention,{4}{R},5.0,Choose one — • This Card deals 5 damage to target creature. • Destroy target artifact.,0.02,dom,0
6846,Sphere of Law,{3}{W},4.0,If a red source would deal damage to you  prevent 2 of that damage.,0.21,ody,1
6847,Mana Geyser,{3}{R}{R},5.0,Add {R} for each tapped land your opponents control.,1.27,c21,0
6848,Xanthic Statue,{8},8.0,{5}: Until end of turn  This Card becomes an 8/8 Golem artifact creature with trample.,1.72,wth,2
6849,Puca's Mischief,{3}{U},4.0,At the beginning of your upkeep  you may exchange control of target nonland permanent you control and target nonland permanent an opponent controls with an equal or lesser mana value.,3.9,shm,2
6850,Thumbscrews,{2},2.0,At the beginning of your upkeep  if you have five or more cards in hand  This Card deals 1 damage to target opponent or planeswalker.,0.22,tmp,2
6851,Spiteful Motives,{3}{R},4.0,Flash (You may cast this spell any time you could cast an instant.) Enchant creature Enchanted creature gets +3/+0 and has first strike.,0.03,soi,1
6852,Long Road Home,{1}{W},2.0,Exile target creature. At the beginning of the next end step  return that card to the battlefield under its owner's control with a +1/+1 counter on it.,0.16,jmp,1
6853,Dawn Charm,{1}{W},2.0,Choose one — • Prevent all combat damage that would be dealt this turn. • Regenerate target creature. • Counter target spell that targets you.,0.25,cmr,1
6854,Rakshasa's Disdain,{2}{U},3.0,Counter target spell unless its controller pays {1} for each card in your graveyard.,0.07,frf,0
6855,Rhystic Shield,{1}{W},2.0,Creatures you control get +0/+1 until end of turn. They get an additional +0/+2 until end of turn unless any player pays {2}.,0.15,pcy,0
6856,Brokers Charm,{G}{W}{U},3.0,Choose one — • Target creature you control gets +1/+0 until end of turn. It deals damage equal to its power to target creature or planeswalker an opponent controls. • Destroy target enchantment. • Draw two cards.,0.06,snc,1
6857,Mardu Runemark,{2}{R},3.0,Enchant creature Enchanted creature gets +2/+2. Enchanted creature has first strike as long as you control a white or black permanent.,0.1,frf,0
6858,Energy Reserve,_,0.0,(Place your energy counters in this area.),0.06,tkld,0
6860,Confront the Past,{X}{B},1.0,Choose one — • Return target planeswalker card with mana value X or less from your graveyard to the battlefield. • Remove twice X loyalty counters from target planeswalker an opponent controls.,0.08,stx,2
6861,Merrow Commerce,{1}{U},2.0,At the beginning of your end step  untap all Merfolk you control.,5.66,lrw,1
