,name,mana_cost,cmc,oracle_text,power,toughness,prices,set,rarity
4983,Beast Walkers,{1}{W}{W},3.0,{G}: This Card gains banding until end of turn. (Any creatures with banding  and up to one without  can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature  you divide that creature's combat damage  not its controller  among any of the creatures it's being blocked by or is blocking.),2.0,2.0,0.93,hml,2
4984,Excavation Mole,{2}{G},3.0,Trample When This Card enters the battlefield  mill three cards.,3.0,3.0,0.01,iko,0
4985,Benthicore,{6}{U},7.0,When This Card enters the battlefield  create two 1/1 blue Merfolk Wizard creature tokens. Tap two untapped Merfolk you control: Untap This Card. It gains shroud until end of turn. (It can't be the target of spells or abilities.),5.0,5.0,0.13,lrw,1
4986,Dire Fleet Captain,{B}{R},2.0,Whenever This Card attacks  it gets +1/+1 until end of turn for each other attacking Pirate.,2.0,2.0,0.13,xln,1
4987,Sire of the Storm,{4}{U}{U},6.0,Flying Whenever you cast a Spirit or Arcane spell  you may draw a card.,3.0,3.0,0.09,voc,1
4988,Nascent Metamorph,{1}{U},2.0,Whenever This Card attacks or blocks  target opponent reveals cards from the top of their library until they reveal a creature card. This Card becomes a copy of that card until end of turn. Then that player puts all cards revealed this way on the bottom of their library in a random order.,1.0,1.0,0.15,c20,2
4990,Gluttonous Slug,{1}{B},2.0,Menace Evolve (Whenever a creature enters the battlefield under your control  if that creature has greater power or toughness than this creature  put a +1/+1 counter on this creature.),0.0,3.0,0.03,mh1,0
4991,Gruul Nodorog,{4}{G}{G},6.0,{R}: This Card gains menace until end of turn. (It can't be blocked except by two or more creatures.),4.0,4.0,0.03,gpt,0
4992,Sparkmage Apprentice,{1}{R},2.0,When This Card enters the battlefield  it deals 1 damage to any target.,1.0,1.0,0.1,ddn,0
4993,Bone Shaman,{2}{R}{R},4.0,"{B}: Until end of turn  This Card gains ""Creatures dealt damage by This Card this turn can't be regenerated this turn.""",3.0,3.0,0.13,ice,0
4994,Sphinx of the Chimes,{4}{U}{U},6.0,Flying Discard two nonland cards with the same name: Draw four cards.,5.0,6.0,0.1,rtr,2
4995,"Odric, Blood-Cursed",{1}{R}{W},3.0,When This Card enters the battlefield  create X Blood tokens  where X is the number of abilities from among flying  first strike  double strike  deathtouch  haste  hexproof  indestructible  lifelink  menace  reach  trample  and vigilance found among creatures you control. (Count each ability only once.),3.0,3.0,0.16,vow,2
4996,Bonebreaker Giant,{4}{R},5.0,_,4.0,4.0,0.04,m12,0
4997,Enlisted Wurm,{4}{G}{W},6.0,Cascade (When you cast this spell  exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.),5.0,5.0,0.22,pca,1
4998,Magus of the Library,{G}{G},2.0,{T}: Add {C}. {T}: Draw a card. Activate only if you have exactly seven cards in hand.,1.0,1.0,0.45,plc,2
4999,Nacatl War-Pride,{3}{G}{G}{G},6.0,This Card must be blocked by exactly one creature if able. Whenever This Card attacks  create X tokens that are copies of This Card and that are tapped and attacking  where X is the number of creatures defending player controls. Exile the tokens at the beginning of the next end step.,3.0,3.0,3.76,fut,1
5000,"Rayne, Academy Chancellor",{2}{U},3.0,Whenever you or a permanent you control becomes the target of a spell or ability an opponent controls  you may draw a card. You may draw an additional card if This Card is enchanted.,1.0,1.0,1.85,uds,2
5001,Ironshell Beetle,{1}{G},2.0,When This Card enters the battlefield  put a +1/+1 counter on target creature.,1.0,1.0,0.03,jmp,0
5002,Greenseeker,{G},1.0,{G}  {T}  Discard a card: Search your library for a basic land card  reveal it  put it into your hand  then shuffle.,1.0,1.0,0.03,tsr,0
5003,Laquatus's Champion,{4}{B}{B},6.0,When This Card enters the battlefield  target player loses 6 life. When This Card leaves the battlefield  that player gains 6 life. {B}: Regenerate This Card.,6.0,3.0,0.22,a25,2
5004,Great Hart,{3}{W},4.0,_,2.0,4.0,0.04,bng,0
5005,Galvanic Alchemist,{2}{U},3.0,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.) As long as This Card is paired with another creature  each of those creatures has ""{2}{U}: Untap this creature.""",1.0,4.0,0.11,avr,0
5006,Vulshok Berserker,{3}{R},4.0,Haste (This creature can attack and {T} as soon as it comes under your control.),3.0,2.0,0.05,ddi,0
5007,Component Collector,{2}{U},3.0,If it's neither day nor night  it becomes day as This Card enters the battlefield. Whenever day becomes night or night becomes day  you may tap or untap target nonland permanent.,1.0,4.0,0.02,mid,0
5008,Merchant Ship,{U},1.0,This Card can't attack unless defending player controls an Island. Whenever This Card attacks and isn't blocked  you gain 2 life. When you control no Islands  sacrifice This Card.,0.0,2.0,136.24,arn,1
5009,Wild Celebrants,{3}{R}{R},5.0,When This Card enters the battlefield  you may destroy target artifact.,5.0,3.0,0.01,cmr,0
5010,Blood Celebrant,{B},1.0,{B}  Pay 1 life: Add one mana of any color.,1.0,1.0,0.28,lgn,0
5011,Raging Cougar,{2}{R},3.0,Haste,2.0,2.0,0.22,por,0
5012,Chromanticore,{W}{U}{B}{R}{G},5.0,Bestow {2}{W}{U}{B}{R}{G} (If you cast this card for its bestow cost  it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.) Flying  first strike  vigilance  trample  lifelink Enchanted creature gets +4/+4 and has flying  first strike  vigilance  trample  and lifelink.,4.0,4.0,0.37,dmc,3
5013,Arasta of the Endless Web,{2}{G}{G},4.0,Reach Whenever an opponent casts an instant or sorcery spell  create a 1/2 green Spider creature token with reach.,3.0,5.0,0.14,clb,2
5014,"Alesha, Who Smiles at Death",{2}{R},3.0,First strike Whenever This Card attacks  you may pay {W/B}{W/B}. If you do  return target creature card with power 2 or less from your graveyard to the battlefield tapped and attacking.,3.0,2.0,0.15,dmc,2
5015,Daru Stinger,{3}{W},4.0,Amplify 1 (As this creature enters the battlefield  put a +1/+1 counter on it for each Soldier card you reveal in your hand.) {T}: This Card deals damage equal to the number of +1/+1 counters on it to target attacking or blocking creature.,1.0,1.0,0.12,lgn,0
5016,Goblin Pyromancer,{3}{R},4.0,When This Card enters the battlefield  Goblin creatures get +3/+0 until end of turn. At the beginning of the end step  destroy all Goblins.,2.0,2.0,0.27,ons,2
5017,Witherbloom Apprentice,{B}{G},2.0,Magecraft — Whenever you cast or copy an instant or sorcery spell  each opponent loses 1 life and you gain 1 life.,2.0,2.0,0.26,stx,1
5018,Aven Battle Priest,{5}{W},6.0,Flying (This creature can't be blocked except by creatures with flying or reach.) When This Card enters the battlefield  you gain 3 life.,3.0,3.0,0.01,ori,0
5019,Worldsoul Colossus,{X}{G}{W},2.0,Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.) This Card enters the battlefield with X +1/+1 counters on it.,0.0,0.0,0.06,grn,1
5020,"Ao, the Dawn Sky",{3}{W}{W},5.0,Flying  vigilance When This Card dies  choose one — • Look at the top seven cards of your library. Put any number of nonland permanent cards with total mana value 4 or less from among them onto the battlefield. Put the rest on the bottom of your library in a random order. • Put two +1/+1 counters on each permanent you control that's a creature or Vehicle.,5.0,4.0,2.48,neo,3
5021,Dockside Extortionist,{1}{R},2.0,"When This Card enters the battlefield  create X Treasure tokens  where X is the number of artifacts and enchantments your opponents control. (Treasure tokens are artifacts with ""{T}  Sacrifice this artifact: Add one mana of any color."")",1.0,2.0,43.59,2x2,3
5022,Molten Ravager,{2}{R},3.0,{R}: This Card gets +1/+0 until end of turn.,0.0,4.0,0.09,jmp,0
5023,Mogg Bombers,{3}{R},4.0,When another creature enters the battlefield  sacrifice This Card and it deals 3 damage to target player or planeswalker.,3.0,4.0,0.1,sth,0
5024,Arisen Gorgon,{1}{B}{B},3.0,This Card has deathtouch as long as you control a Liliana planeswalker. (Any amount of damage this deals to a creature is enough to destroy it.),3.0,3.0,0.3,m19,1
5025,"Obosh, the Preypiercer",{3}{B/R}{B/R},5.0,Companion — Your starting deck contains only cards with odd mana values and land cards. (If this card is your chosen companion  you may put it into your hand from outside the game for {3} any time you could cast a sorcery.) If a source you control with an odd mana value would deal damage to a permanent or player  it deals double that damage to that permanent or player instead.,3.0,5.0,0.21,iko,2
5026,Bartizan Bats,{3}{B},4.0,Flying (This creature can't be blocked except by creatures with flying or reach.),3.0,1.0,0.23,m20,0
5027,Hunted Wumpus,{3}{G},4.0,When This Card enters the battlefield  each other player may put a creature card from their hand onto the battlefield.,6.0,6.0,0.12,bbd,1
5028,Bleak Coven Vampires,{3}{B}{B},5.0,Metalcraft — When This Card enters the battlefield  if you control three or more artifacts  target player loses 4 life and you gain 4 life.,4.0,3.0,0.08,som,0
5029,Woodland Mystic,{1}{G},2.0,{T}: Add {G}.,1.0,1.0,4.47,m20,0
5030,Inner-Flame Acolyte,{1}{R}{R},3.0,When This Card enters the battlefield  target creature gets +2/+0 and gains haste until end of turn. Evoke {R} (You may cast this spell for its evoke cost. If you do  it's sacrificed when it enters the battlefield.),2.0,2.0,0.23,jvc,0
5031,Bogardan Hellkite,{6}{R}{R},8.0,Flash Flying When This Card enters the battlefield  it deals 5 damage divided as you choose among any number of targets.,5.0,5.0,0.29,afc,3
5032,Vizier of Tumbling Sands,{2}{U},3.0,{T}: Untap another target permanent. Cycling {1}{U} ({1}{U}  Discard this card: Draw a card.) When you cycle This Card  untap target permanent.,1.0,3.0,0.23,c20,1
5033,Pharagax Giant,{4}{R},5.0,Tribute 2 (As this creature enters the battlefield  an opponent of your choice may put two +1/+1 counters on it.) When This Card enters the battlefield  if tribute wasn't paid  This Card deals 5 damage to each opponent.,3.0,3.0,0.03,bng,0
5034,Ronin Houndmaster,{2}{R},3.0,Haste Bushido 1 (Whenever this creature blocks or becomes blocked  it gets +1/+1 until end of turn.),2.0,2.0,0.15,chk,0
5035,Aven Fisher,{3}{U},4.0,Flying (This creature can't be blocked except by creatures with flying or reach.) When This Card dies  you may draw a card.,2.0,2.0,0.15,10e,0
5036,Bone Shredder,{2}{B},3.0,Flying Echo {2}{B} (At the beginning of your upkeep  if this came under your control since the beginning of your last upkeep  sacrifice it unless you pay its echo cost.) When This Card enters the battlefield  destroy target nonartifact  nonblack creature.,1.0,1.0,0.02,mh2,1
5037,"Baird, Steward of Argive",{2}{W}{W},4.0,Vigilance Creatures can't attack you or planeswalkers you control unless their controller pays {1} for each of those creatures.,2.0,4.0,0.38,dom,1
5038,Wilt-Leaf Cavaliers,{G/W}{G/W}{G/W},3.0,Vigilance,3.0,4.0,0.17,ddg,1
5039,Aerial Responder,{1}{W}{W},3.0,Flying  vigilance  lifelink,2.0,3.0,0.11,c20,1
5040,End-Raze Forerunners,{5}{G}{G}{G},8.0,Vigilance  trample  haste When This Card enters the battlefield  other creatures you control get +2/+2 and gain vigilance and trample until end of turn.,7.0,7.0,0.25,clb,2
5041,Healer of the Pride,{3}{W},4.0,Whenever another creature enters the battlefield under your control  you gain 2 life.,2.0,3.0,0.25,m13,1
5042,Tattermunge Maniac,{R/G},1.0,This Card attacks each combat if able.,2.0,1.0,0.17,shm,1
5043,Hexdrinker,{G},1.0,Level up {1} ({1}: Put a level counter on this. Level up only as a sorcery.) LEVEL 3-7 4/4 Protection from instants LEVEL 8+ 6/6 Protection from everything,2.0,1.0,6.42,mh1,3
5044,Arashin Cleric,{1}{W},2.0,When This Card enters the battlefield  you gain 3 life.,1.0,3.0,0.07,frf,0
5045,Ruthless Deathfang,{4}{U}{B},6.0,Flying Whenever you sacrifice a creature  target opponent sacrifices a creature.,4.0,4.0,0.06,mic,1
5046,Arena Trickster,{3}{R},4.0,Whenever you cast your first spell during each opponent's turn  put a +1/+1 counter on This Card.,3.0,3.0,0.01,thb,0
5047,Alaborn Grenadier,{W}{W},2.0,Vigilance,2.0,2.0,0.28,p02,0
5048,Rot-Tide Gargantua,{3}{B}{B},5.0,Exploit (When this creature enters the battlefield  you may sacrifice a creature.) When This Card exploits a creature  each opponent sacrifices a creature.,5.0,4.0,0.01,vow,0
5049,Dust Stalker,{2}{B}{R},4.0,Devoid (This card has no color.) Haste At the beginning of each end step  if you control no other colorless creatures  return This Card to its owner's hand.,5.0,3.0,0.17,bfz,2
5050,Thelonite Hermit,{3}{G},4.0,All Saprolings get +1/+1. Morph {3}{G}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) When This Card is turned face up  create four 1/1 green Saproling creature tokens.,1.0,1.0,0.16,tsr,2
5051,Qarsi Sadist,{1}{B},2.0,Exploit (When this creature enters the battlefield  you may sacrifice a creature.) When This Card exploits a creature  target opponent loses 2 life and you gain 2 life.,1.0,3.0,0.08,dtk,0
5052,Sphinx Ambassador,{5}{U}{U},7.0,Flying Whenever This Card deals combat damage to a player  search that player's library for a card  then that player chooses a card name. If you searched for a creature card that doesn't have that name  you may put it onto the battlefield under your control. Then that player shuffles.,5.0,5.0,10.91,m10,3
5053,Relic Runner,{1}{U},2.0,This Card can't be blocked if you've cast a historic spell this turn. (Artifacts  legendaries  and Sagas are historic.),2.0,1.0,0.01,2xm,0
5054,"Thassa, God of the Sea",{2}{U},3.0,Indestructible As long as your devotion to blue is less than five  Thassa isn't a creature. (Each {U} in the mana costs of permanents you control counts toward your devotion to blue.) At the beginning of your upkeep  scry 1. {1}{U}: Target creature you control can't be blocked this turn.,5.0,5.0,8.89,ths,3
5055,Blossom Prancer,{3}{G}{G},5.0,Reach When This Card enters the battlefield  look at the top five cards of your library. You may reveal a creature or enchantment card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. If you didn't put a card into your hand this way  you gain 4 life.,4.0,4.0,0.04,neo,1
5056,Kabira Outrider,{3}{W},4.0,When This Card enters the battlefield  target creature gets +1/+1 until end of turn for each creature in your party. (Your party consists of up to one each of Cleric  Rogue  Warrior  and Wizard.),3.0,3.0,0.02,znr,0
5057,Chasm Skulker,{2}{U},3.0,Whenever you draw a card  put a +1/+1 counter on This Card. When This Card dies  create X 1/1 blue Squid creature tokens with islandwalk  where X is the number of +1/+1 counters on This Card. (They can't be blocked as long as defending player controls an Island.),1.0,1.0,0.37,clb,2
