,name,mana_cost,cmc,oracle_text,prices,set,rarity
6400,Gargoyle Castle,_,0.0,{T}: Add {C}. {5}  {T}  Sacrifice This Card: Create a 3/4 colorless Gargoyle artifact creature token with flying.,0.10,c19,2
6401,Show of Valor,{1}{W},2.0,Target creature gets +2/+4 until end of turn.,0.17,m20,0
6402,Runesword,{6},6.0,{3}  {T}: Target attacking creature gets +2/+0 until end of turn. When that creature leaves the battlefield this turn  sacrifice This Card. If the creature deals damage to a creature this turn  the creature dealt damage can't be regenerated this turn. If a creature dealt damage by the targeted creature would die this turn  exile that creature instead.,0.12,chr,0
6403,Catalog,{2}{U},3.0,Draw two cards  then discard a card.,0.06,soi,0
6404,Surtland Frostpyre,_,0.0,This Card enters the battlefield tapped. {T}: Add {R}. {2}{U}{U}{R}  {T}  Sacrifice This Card: Scry 2. This Card deals 2 damage to each creature. Activate only as a sorcery.,0.06,khm,1
6406,Underworld Dreams,{B}{B}{B},3.0,Whenever an opponent draws a card  This Card deals 1 damage to that player.,0.45,thb,1
6407,Akroma's Memorial,{7},7.0,Creatures you control have flying  first strike  vigilance  trample  haste  and protection from black and from red.,16.27,tsr,3
6408,Mystic Might,{U},1.0,"Enchant land you control Cumulative upkeep {1}{U} (At the beginning of your upkeep  put an age counter on this permanent  then sacrifice it unless you pay its upkeep cost for each age counter on it.) Enchanted land has ""{T}: Target creature gets +2/+2 until end of turn.""",1.18,ice,2
6409,Nurgle's Conscription,{4}{B},5.0,Put target creature card from an opponent's graveyard onto the battlefield tapped under your control  then exile that player's graveyard.,0.52,40k,2
6410,Throne of the High City,_,0.0,{T}: Add {C}. {4}  {T}  Sacrifice This Card: You become the monarch.,2.16,cn2,2
6411,Bring to Trial,{2}{W},3.0,Exile target creature with power 4 or greater.,0.03,rna,0
6412,Shrine of Loyal Legions,{2},2.0,At the beginning of your upkeep or whenever you cast a white spell  put a charge counter on This Card. {3}  {T}  Sacrifice This Card: Create a 1/1 colorless Phyrexian Myr artifact creature token for each charge counter on This Card.,0.21,nph,1
6413,Eyes in the Skies,{3}{W},4.0,Create a 1/1 white Bird creature token with flying  then populate. (Create a token that's a copy of a creature token you control.),0.06,mm3,0
6414,Tsabo's Web,{2},2.0,When This Card enters the battlefield  draw a card. Each land with an activated ability that isn't a mana ability doesn't untap during its controller's untap step.,2.91,inv,2
6415,Decree of Savagery,{7}{G}{G},9.0,Put four +1/+1 counters on each creature you control. Cycling {4}{G}{G} ({4}{G}{G}  Discard this card: Draw a card.) When you cycle This Card  you may put four +1/+1 counters on target creature.,0.16,afc,2
6416,Explosive Growth,{G},1.0,Kicker {5} (You may pay an additional {5} as you cast this spell.) Target creature gets +2/+2 until end of turn. If this spell was kicked  that creature gets +5/+5 until end of turn instead.,0.10,inv,0
6417,Shatterstorm,{2}{R}{R},4.0,Destroy all artifacts. They can't be regenerated.,0.46,10e,1
6418,Inspiring Roar,{3}{W},4.0,Put a +1/+1 counter on each creature you control.,0.02,cmr,0
6419,Condescend,{X}{U},1.0,Counter target spell unless its controller pays {X}. Scry 2. (Look at the top two cards of your library  then put any number of them on the bottom of your library and the rest on top in any order.),0.27,ima,1
6420,Withering Hex,{B},1.0,Enchant creature Whenever a player cycles a card  put a plague counter on This Card. Enchanted creature gets -1/-1 for each plague counter on This Card.,0.12,ons,1
6421,Maximize Velocity,{R},1.0,Target creature gets +1/+1 and gains haste until end of turn. Jump-start (You may cast this card from your graveyard by discarding a card in addition to paying its other costs. Then exile this card.),0.05,grn,0
6422,Larger Than Life,{1}{G},2.0,Target creature gets +4/+4 and gains trample until end of turn.,0.06,kld,0
6423,Splicer's Skill,{2}{W},3.0,Create a 3/3 colorless Phyrexian Golem artifact creature token. Splice onto instant or sorcery {3}{W} (As you cast an instant or sorcery spell  you may reveal this card from your hand and pay its splice cost. If you do  add this card's effects to that spell.),0.02,mh1,1
6424,Proteus Staff,{3},3.0,{2}{U}  {T}: Put target creature on the bottom of its owner's library. That creature's controller reveals cards from the top of their library until they reveal a creature card. The player puts that card onto the battlefield and the rest on the bottom of their library in any order. Activate only as a sorcery.,12.73,mrd,2
6426,Vicious Shadows,{6}{R},7.0,Whenever a creature dies  you may have This Card deal damage to target player equal to the number of cards in that player's hand.,3.58,ala,2
6427,Twin Bolt,{1}{R},2.0,This Card deals 2 damage divided as you choose among one or two targets.,0.04,cn2,0
6429,Leyline of the Meek,{2}{W}{W},4.0,If This Card is in your opening hand  you may begin the game with it on the battlefield. Creature tokens get +1/+1.,1.95,gpt,2
6430,Ancestral Vision,_,0.0,Suspend 4—{U} (Rather than cast this card from your hand  pay {U} and exile it with four time counters on it. At the beginning of your upkeep  remove a time counter. When the last is removed  cast it without paying its mana cost.) Target player draws three cards.,3.65,tsr,3
6431,Torpor Orb,{2},2.0,Creatures entering the battlefield don't cause abilities to trigger.,8.71,nph,2
6432,Galvanic Relay,{2}{R},3.0,Exile the top card of your library. During your next turn  you may play that card. Storm (When you cast this spell  copy it for each spell cast before it this turn.),0.02,mh2,0
6433,Sinister Sabotage,{1}{U}{U},3.0,Counter target spell. Surveil 1. (Look at the top card of your library. You may put that card into your graveyard.),0.11,grn,1
6434,Rishkar's Expertise,{4}{G}{G},6.0,Draw cards equal to the greatest power among creatures you control. You may cast a spell with mana value 5 or less from your hand without paying its mana cost.,1.44,ncc,2
6435,Righteous Indignation,{2}{W},3.0,Whenever a creature blocks a black or red creature  the blocking creature gets +1/+1 until end of turn.,0.09,mmq,1
6436,Unbreakable Formation,{2}{W},3.0,Creatures you control gain indestructible until end of turn. Addendum — If you cast this spell during your main phase  put a +1/+1 counter on each of those creatures and they gain vigilance until end of turn.,0.26,dmc,2
6437,Muscle Burst,{1}{G},2.0,Target creature gets +X/+X until end of turn  where X is 3 plus the number of cards named This Card in all graveyards.,0.12,ody,0
6438,Overgrown Tomb,_,0.0,({T}: Add {B} or {G}.) As This Card enters the battlefield  you may pay 2 life. If you don't  it enters the battlefield tapped.,12.46,grn,2
6439,Rebound,{1}{U},2.0,Change the target of target spell that targets only a player. The new target must be a player.,0.15,sth,1
6440,Call of the Death-Dweller,{2}{B},3.0,Return up to two target creature cards with total mana value 3 or less from your graveyard to the battlefield. Put a deathtouch counter on either of them. Then put a menace counter on either of them.,0.31,iko,1
6441,Final Revels,{4}{B},5.0,Choose one — • All creatures get +2/+0 until end of turn. • All creatures get -0/-2 until end of turn.,0.08,lrw,1
6442,Urza's Ruinous Blast,{4}{W},5.0,(You may cast a legendary sorcery only if you control a legendary creature or planeswalker.) Exile all nonland permanents that aren't legendary.,0.51,dmc,2
6443,Blind with Anger,{3}{R},4.0,Untap target nonlegendary creature and gain control of it until end of turn. That creature gains haste until end of turn.,0.23,chk,1
6444,Trapfinder's Trick,{1}{U},2.0,Target player reveals their hand and discards all Trap cards.,0.05,zen,0
6445,Radiating Lightning,{3}{R},4.0,This Card deals 3 damage to target player and 1 damage to each creature that player controls.,0.20,m19,0
6446,Commander's Insignia,{2}{W}{W},4.0,Creatures you control get +1/+1 for each time you've cast your commander from the command zone this game.,0.32,c19,2
6447,Unburden,{1}{B}{B},3.0,Target player discards two cards. Cycling {2} ({2}  Discard this card: Draw a card.),0.02,akh,0
6448,Fire Diamond,{2},2.0,This Card enters the battlefield tapped. {T}: Add {R}.,0.11,clb,0
6449,Fossil Find,{R/G},1.0,Return a card at random from your graveyard to your hand  then reorder your graveyard as you choose.,0.19,shm,1
6450,Firecannon Blast,{1}{R}{R},3.0,This Card deals 3 damage to target creature. Raid — This Card deals 6 damage instead if you attacked this turn.,0.02,xln,0
6451,Impatience,{2}{R},3.0,At the beginning of each player's end step  if that player didn't cast a spell this turn  This Card deals 2 damage to that player.,0.23,7ed,2
6452,Noxious Revival,{G/P},1.0,({G/P} can be paid with either {G} or 2 life.) Put target card from a graveyard on top of its owner's library.,5.67,nph,1
6453,Trostani's Judgment,{5}{W},6.0,Exile target creature  then populate. (Create a token that's a copy of a creature token you control.),0.02,c19,0
6454,Giant Spectacle,{1}{R},2.0,Enchant creature Enchanted creature gets +2/+1 and has menace.,0.04,kld,0
6455,Aether Web,{1}{G},2.0,Flash (You may cast this spell any time you could cast an instant.) Enchant creature Enchanted creature gets +1/+1  has reach  and can block creatures with shadow as though they didn't have shadow. (Creatures with reach can block creatures with flying.),0.13,tsp,0
6457,Asha's Favor,{2}{W},3.0,Enchant creature Enchanted creature has flying  first strike  and vigilance.,0.23,con,0
6458,Wit's End,{5}{B}{B},7.0,Target player discards their hand.,0.21,m13,2
6459,Tazeem,_,0.0,Creatures can't block. Whenever you roll {CHAOS}  draw a card for each land you control.,6.12,opca,0
6460,Their Name Is Death,{3}{B}{B}{B},6.0,Destroy all nonartifact creatures.,0.90,40k,2
6461,Reconstruct History,{2}{R}{W},4.0,Return up to one target artifact card  up to one target enchantment card  up to one target instant card  up to one target sorcery card  and up to one target planeswalker card from your graveyard to your hand. Exile This Card.,0.10,stx,1
6462,Lost in the Mist,{3}{U}{U},5.0,Counter target spell. Return target permanent to its owner's hand.,0.07,isd,0
6463,Mardu Banner,{3},3.0,{T}: Add {R}  {W}  or {B}. {R}{W}{B}  {T}  Sacrifice This Card: Draw a card.,0.13,ktk,0
6464,Chimeric Mass,{X},0.0,"This Card enters the battlefield with X charge counters on it. {1}: Until end of turn  This Card becomes a Construct artifact creature with ""This creature's power and toughness are each equal to the number of charge counters on it.""",0.20,mm2,2
6465,Orzhov Keyrune,{3},3.0,{T}: Add {W} or {B}. {W}{B}: This Card becomes a 1/4 white and black Thrull artifact creature with lifelink until end of turn.,0.14,gtc,1
6466,Polluted Mire,_,0.0,This Card enters the battlefield tapped. {T}: Add {B}. Cycling {2} ({2}  Discard this card: Draw a card.),0.31,cma,0
6467,Fleetfeather Sandals,{2},2.0,Equipped creature has flying and haste. Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.),0.11,ths,0
6468,Currency Converter,{1},1.0,Whenever you discard a card  you may exile that card from your graveyard. {2}  {T}: Draw a card  then discard a card. {T}: Put a card exiled with This Card into your graveyard. If it's a land card  create a Treasure token. If it's a nonland card  create a 2/2 black Rogue creature token.,3.47,ncc,2
6469,Pinion Feast,{4}{G},5.0,Destroy target creature with flying. Bolster 2. (Choose a creature with the least toughness among creatures you control and put two +1/+1 counters on it.),0.05,dtk,0
6470,Ad Nauseam,{3}{B}{B},5.0,Reveal the top card of your library and put that card into your hand. You lose life equal to its mana value. You may repeat this process any number of times.,12.09,2xm,2
6471,Basri's Aegis,{2}{W}{W},4.0,Put a +1/+1 counter on each of up to two target creatures. You may search your library and/or graveyard for a card named Basri  Devoted Paladin  reveal it  and put it into your hand. If you search your library this way  shuffle.,0.24,m21,2
6472,Natural Reclamation,{4}{G},5.0,Cascade (When you cast this spell  exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.) Destroy target artifact or enchantment.,0.09,clb,0
