,name,mana_cost,cmc,oracle_text,power,toughness,prices,set,rarity
6209,Primaris Eliminator,{4}{B},5.0,When This Card enters the battlefield  choose one — • Executioner Round — Destroy target creature. • Hyperfang Round — Creatures target player controls get -2/-2 until end of turn.,3.0,2.0,0.46,40k,2
6210,"Huang Zhong, Shu General",{2}{W}{W},4.0,This Card can't be blocked by more than one creature.,2.0,3.0,200.00,ptk,2
6211,Sandbar Merfolk,{U},1.0,Cycling {2} ({2}  Discard this card: Draw a card.),1.0,1.0,0.18,usg,0
6212,Moss Viper,{G},1.0,Deathtouch,1.0,1.0,0.08,thb,0
6213,Seht's Tiger,{2}{W}{W},4.0,Flash (You may cast this spell any time you could cast an instant.) When This Card enters the battlefield  you gain protection from the color of your choice until end of turn. (You can't be targeted  dealt damage  or enchanted by anything of the chosen color.),3.0,3.0,0.39,c17,2
6214,Dire Wolves,{2}{G},3.0,This Card has banding as long as you control a Plains. (Any creatures with banding  and up to one without  can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature  you divide that creature's combat damage  not its controller  among any of the creatures it's being blocked by or is blocking.),2.0,2.0,0.11,ice,0
6215,Iron Bully,{3},3.0,Menace (This creature can't be blocked except by two or more creatures.) When This Card enters the battlefield  put a +1/+1 counter on target creature.,1.0,1.0,0.05,2xm,0
6216,Ancient Brass Dragon,{5}{B}{B},7.0,Flying Whenever This Card deals combat damage to a player  roll a d20. When you do  put any number of target creature cards with total mana value X or less from graveyards onto the battlefield under your control  where X is the result.,7.0,6.0,13.51,clb,3
6217,Cabal Archon,{2}{B},3.0,{B}  Sacrifice a Cleric: Target player loses 2 life and you gain 2 life.,2.0,2.0,0.23,ons,1
6218,Intrepid Provisioner,{3}{G},4.0,Trample When This Card enters the battlefield  another target Human you control gets +2/+2 until end of turn.,3.0,3.0,0.01,soi,0
6219,Zombie Assassin,{4}{B},5.0,{T}  Exile two cards from your graveyard and This Card: Destroy target nonblack creature. It can't be regenerated.,3.0,2.0,0.11,ody,0
6220,Carnage Gladiator,{2}{B}{R},4.0,Whenever a creature blocks  that creature's controller loses 1 life. {1}{B}{R}: Regenerate This Card.,4.0,2.0,0.06,mm3,1
6221,"Gwenna, Eyes of Gaea",{2}{G},3.0,{T}: Add two mana in any combination of colors. Spend this mana only to cast creature spells or activate abilities of a creature or creature card. Whenever you cast a creature spell with power 5 or greater  put a +1/+1 counter on This Card and untap it.,2.0,3.0,0.90,bro,2
6222,Pain Kami,{2}{R},3.0,{X}{R}  Sacrifice This Card: It deals X damage to target creature.,2.0,2.0,0.12,chk,1
6223,Skophos Maze-Warden,{3}{R},4.0,{1}: This Card gets +1/-1 until end of turn. Whenever another creature becomes the target of an ability of a land you control named Labyrinth of Skophos  you may have This Card fight that creature. (Each deals damage equal to its power to the other.),3.0,4.0,0.03,thb,1
6224,Alaborn Veteran,{2}{W},3.0,{T}: Target creature gets +2/+2 until end of turn. Activate only during your turn  before attackers are declared.,2.0,2.0,0.84,p02,2
6225,Impulsive Pilferer,{R},1.0,"When This Card dies  create a Treasure token. (It's an artifact with ""{T}  Sacrifice this artifact: Add one mana of any color."") Encore {3}{R} ({3}{R}  Exile this card from your graveyard: For each opponent  create a token copy that attacks that opponent this turn if able. They gain haste. Sacrifice them at the beginning of the next end step. Activate only as a sorcery.)",1.0,1.0,0.13,cmr,0
6226,"Zetalpa, Primal Dawn",{6}{W}{W},8.0,Flying  double strike  vigilance  trample  indestructible,4.0,8.0,0.22,dmc,2
6227,"Balmor, Battlemage Captain",{U}{R},2.0,Flying Whenever you cast an instant or sorcery spell  creatures you control get +1/+0 and gain trample until end of turn.,1.0,3.0,0.11,dmu,1
6228,Shadowborn Demon,{3}{B}{B},5.0,Flying When This Card enters the battlefield  destroy target non-Demon creature. At the beginning of your upkeep  if there are fewer than six creature cards in your graveyard  sacrifice a creature.,5.0,6.0,1.32,m14,3
6229,Rakish Revelers,{2}{R}{G}{W},5.0,"When This Card enters the battlefield  create a 1/1 green and white Citizen creature token. {2}  Exile This Card from your hand: Target land gains ""{T}: Add {R}  {G}  or {W}"" until This Card is cast from exile. You may cast This Card for as long as it remains exiled.",5.0,3.0,0.01,snc,0
6230,Aethertorch Renegade,{2}{R},3.0,When This Card enters the battlefield  you get {E}{E}{E}{E} (four energy counters). {T}  Pay {E}{E}: This Card deals 1 damage to target creature. {T}  Pay {E}{E}{E}{E}{E}{E}{E}{E}: This Card deals 6 damage to target player or planeswalker.,1.0,2.0,0.06,kld,1
6231,Curio Vendor,{1}{U},2.0,_,2.0,1.0,0.03,kld,0
6232,Arcane Artisan,{2}{U},3.0,{2}{U}  {T}: Target player draws a card  then exiles a card from their hand. If a creature card is exiled this way  that player creates a token that's a copy of that card. When This Card leaves the battlefield  exile all tokens created with it at the beginning of the next end step.,0.0,3.0,0.23,khc,3
6233,"Alirios, Enraptured",{2}{U},3.0,This Card enters the battlefield tapped. Alirios doesn't untap during your untap step if you control a Reflection. When Alirios enters the battlefield  create a 3/2 blue Reflection creature token.,2.0,3.0,0.05,thb,1
6234,Reiver Demon,{4}{B}{B}{B}{B},8.0,Flying When This Card enters the battlefield  if you cast it from your hand  destroy all nonartifact  nonblack creatures. They can't be regenerated.,6.0,6.0,0.82,cma,2
6235,Destiny Spinner,{1}{G},2.0,Creature and enchantment spells you control can't be countered. {3}{G}: Target land you control becomes an X/X Elemental creature with trample and haste until end of turn  where X is the number of enchantments you control. It's still a land.,2.0,3.0,2.74,thb,1
6236,Scurrid Colony,{1}{G},2.0,Reach This Card gets +2/+2 as long as you control eight or more lands.,2.0,2.0,0.05,stx,0
6237,Faerie Artisans,{3}{U},4.0,Flying Whenever a nontoken creature enters the battlefield under an opponent's control  create a token that's a copy of that creature except it's an artifact in addition to its other types. Then exile all other tokens created with This Card.,2.0,2.0,12.21,c16,2
6239,Senate Griffin,{2}{W/U}{W/U},4.0,Flying When This Card enters the battlefield  scry 1.,3.0,2.0,0.02,rna,0
6240,Inquisitor Exarch,{W}{W},2.0,When This Card enters the battlefield  choose one — • You gain 2 life. • Target opponent loses 2 life.,2.0,2.0,0.13,nph,1
6241,"Okaun, Eye of Chaos",{4}{R},5.0,Partner with Zndrsplt  Eye of Wisdom (When this creature enters the battlefield  target player may put Zndrsplt into their hand from their library  then shuffle.) At the beginning of combat on your turn  flip a coin until you lose a flip. Whenever a player wins a coin flip  double Okaun's power and toughness until end of turn.,3.0,3.0,1.06,bbd,2
6242,Necropanther,{1}{W}{B},3.0,Mutate {2}{W/B}{W/B} (If you cast this spell for its mutate cost  put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.) Whenever this creature mutates  return target creature card with mana value 3 or less from your graveyard to the battlefield.,3.0,3.0,0.10,iko,1
6243,"Ashnod, Flesh Mechanist",{B},1.0,Deathtouch Whenever This Card attacks  you may sacrifice another creature. If you do  create a tapped Powerstone token. {5}  Exile a creature card from your graveyard: Create a tapped 3/3 colorless Zombie artifact creature token.,1.0,1.0,0.33,bro,2
6244,"Sram, Senior Edificer",{1}{W},2.0,Whenever you cast an Aura  Equipment  or Vehicle spell  draw a card.,2.0,2.0,0.42,nec,2
6245,Keldon Berserker,{3}{R},4.0,Whenever This Card attacks  if you control no untapped lands  it gets +3/+0 until end of turn.,2.0,3.0,0.08,pcy,0
6246,Sanctum Prelate,{1}{W}{W},3.0,As This Card enters the battlefield  choose a number. Noncreature spells with mana value equal to the chosen number can't be cast.,2.0,2.0,4.54,cn2,3
6247,Roil Elemental,{3}{U}{U}{U},6.0,Flying Landfall — Whenever a land enters the battlefield under your control  you may gain control of target creature for as long as you control This Card.,3.0,2.0,6.02,zen,2
6248,Lesser Gargadon,{2}{R}{R},4.0,Whenever This Card attacks or blocks  sacrifice a land.,6.0,4.0,0.10,8ed,1
6249,Bloodcrazed Socialite,{3}{B},4.0,"Menace When This Card enters the battlefield  create a Blood token. (It's an artifact with ""{1}  {T}  Discard a card  Sacrifice this artifact: Draw a card."") Whenever This Card attacks  you may sacrifice a Blood token. If you do  it gets +2/+2 until end of turn.",3.0,3.0,0.01,vow,0
6250,Two-Headed Zombie,{3}{B},4.0,Menace (This creature can't be blocked except by two or more creatures.),4.0,2.0,0.03,m19,0
6251,Voidmage Prodigy,{U}{U},2.0,{U}{U}  Sacrifice a Wizard: Counter target spell. Morph {U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.),2.0,1.0,2.39,tsb,5
6252,Wanderbrine Rootcutters,{2}{U/B}{U/B},4.0,This Card can't be blocked by green creatures.,3.0,3.0,0.09,shm,0
6253,Bloodhunter Bat,{3}{B},4.0,Flying When This Card enters the battlefield  target player loses 2 life and you gain 2 life.,2.0,2.0,0.04,jmp,0
6254,Elvish Champion,{1}{G}{G},3.0,Other Elf creatures get +1/+1 and have forestwalk. (They can't be blocked as long as defending player controls a Forest.),2.0,2.0,22.37,10e,2
6256,Vengeful Pharaoh,{2}{B}{B}{B},5.0,Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.) Whenever combat damage is dealt to you or a planeswalker you control  if This Card is in your graveyard  destroy target attacking creature  then put This Card on top of your library.,5.0,4.0,1.58,m12,2
6257,Wretched Throng,{1}{U},2.0,When This Card dies  you may search your library for a card named This Card  reveal it  put it into your hand  then shuffle.,2.0,1.0,0.02,vow,0
6258,Stigma Lasher,{R}{R},2.0,Wither (This deals damage to creatures in the form of -1/-1 counters.) Whenever This Card deals damage to a player  that player can't gain life for the rest of the game.,2.0,2.0,3.17,eve,2
6259,Kheru Lich Lord,{3}{B}{G}{U},6.0,At the beginning of your upkeep  you may pay {2}{B}. If you do  return a creature card at random from your graveyard to the battlefield. It gains flying  trample  and haste. Exile that card at the beginning of your next end step. If it would leave the battlefield  exile it instead of putting it anywhere else.,4.0,4.0,0.11,ktk,2
6260,Unsettled Mariner,{W}{U},2.0,Changeling (This card is every creature type.) Whenever you or a permanent you control becomes the target of a spell or ability an opponent controls  counter that spell or ability unless its controller pays {1}.,2.0,2.0,1.90,mh1,2
6261,Hearthcage Giant,{6}{R}{R},8.0,When This Card enters the battlefield  create two 3/1 red Elemental Shaman creature tokens. Sacrifice an Elemental: Target Giant creature gets +3/+1 until end of turn.,5.0,5.0,0.13,lrw,1
6262,Pathbreaker Ibex,{4}{G}{G},6.0,Whenever This Card attacks  creatures you control gain trample and get +X/+X until end of turn  where X is the greatest power among creatures you control.,3.0,3.0,12.32,cma,2
6263,Advanced Stitchwing,{3}{U}{U},5.0,Flying {2}{U}  Discard two cards: Return This Card from your graveyard to the battlefield tapped.,3.0,4.0,0.04,2x2,0
6264,Stampeding Serow,{2}{G}{G},4.0,Trample At the beginning of your upkeep  return a green creature you control to its owner's hand.,5.0,4.0,0.20,sok,1
6265,"Atraxa, Praetors' Voice",{G}{W}{U}{B},4.0,Flying  vigilance  deathtouch  lifelink At the beginning of your end step  proliferate. (Choose any number of permanents and/or players  then give each another counter of each kind already there.),4.0,4.0,32.96,2xm,3
6266,Mutalith Vortex Beast,{4}{U}{R},6.0,Trample Warp Vortex — When This Card enters the battlefield  flip a coin for each opponent you have. For each flip you win  draw a card. For each flip you lose  This Card deals 3 damage to that player.,6.0,6.0,0.22,40k,2
6267,Savannah Sage,{1}{W},2.0,When This Card enters the battlefield  you gain 2 life.,2.0,2.0,0.16,m20,0
6268,Arcbound Stinger,{2},2.0,Flying Modular 1 (This creature enters the battlefield with a +1/+1 counter on it. When it dies  you may put its +1/+1 counters on target artifact creature.),0.0,0.0,0.21,mma,0
6269,Kami of Restless Shadows,{4}{B},5.0,When This Card enters the battlefield  choose one — • Return up to one target Ninja or Rogue creature card from your graveyard to your hand. • Put target creature card from your graveyard on top of your library.,3.0,3.0,0.02,neo,0
6270,Aerial Extortionist,{3}{W}{W},5.0,Flying Whenever This Card enters the battlefield or deals combat damage to a player  exile up to one target nonland permanent. For as long as that card remains exiled  its owner may cast it. Whenever another player casts a spell from anywhere other than their hand  draw a card.,4.0,3.0,0.34,ncc,2
6271,Bloodcrazed Paladin,{1}{B},2.0,Flash This Card enters the battlefield with a +1/+1 counter on it for each creature that died this turn.,1.0,1.0,0.24,xln,2
6272,Daru Sanctifier,{3}{W},4.0,Morph {1}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) When This Card is turned face up  destroy target enchantment.,1.0,4.0,0.11,lgn,0
6273,Ascendant Packleader,{G},1.0,This Card enters the battlefield with a +1/+1 counter on it if you control a permanent with mana value 4 or greater. Whenever you cast a spell with mana value 4 or greater  put a +1/+1 counter on This Card.,2.0,1.0,0.32,vow,2
6274,Benthic Djinn,{2}{U}{B},4.0,Islandwalk (This creature can't be blocked as long as defending player controls an Island.) At the beginning of your upkeep  you lose 2 life.,5.0,3.0,1.21,mir,2
6275,Awakener Druid,{2}{G},3.0,When This Card enters the battlefield  target Forest becomes a 4/5 green Treefolk creature for as long as This Card remains on the battlefield. It's still a land.,1.0,1.0,0.02,jmp,1
6276,Cemetery Puca,{1}{U/B}{U/B},3.0,Whenever a creature dies  you may pay {1}. If you do  This Card becomes a copy of that creature  except it has this ability.,1.0,2.0,3.28,shm,2
6277,Yore-Tiller Nephilim,{W}{U}{B}{R},4.0,Whenever This Card attacks  return target creature card from your graveyard to the battlefield tapped and attacking.,2.0,2.0,0.65,gpt,2
6278,Firemane Avenger,{2}{R}{W},4.0,Flying Battalion — Whenever This Card and at least two other creatures attack  This Card deals 3 damage to any target and you gain 3 life.,3.0,3.0,0.32,gtc,2
6279,Soulbright Flamekin,{1}{R},2.0,{2}: Target creature gains trample until end of turn. If this is the third time this ability has resolved this turn  you may add {R}{R}{R}{R}{R}{R}{R}{R}.,2.0,1.0,0.10,a25,0
6280,Diamond Lion,{2},2.0,{T}  Discard your hand  Sacrifice This Card: Add three mana of any one color. Activate only as an instant.,2.0,2.0,0.06,mh2,2
