,name,mana_cost,cmc,oracle_text,prices,set
5391,Lightning Helix,{R}{W},2.0,This Card deals 3 damage to any target and you gain 3 life.,0.20,2x2
5392,Mazemind Tome,{2},2.0,{T}  Put a page counter on This Card: Scry 1. {2}  {T}  Put a page counter on This Card: Draw a card. When there are four or more page counters on This Card  exile it. If you do  you gain 4 life.,0.65,m21
5393,Downhill Charge,{2}{R},3.0,You may sacrifice a Mountain rather than pay this spell's mana cost. Target creature gets +X/+0 until end of turn  where X is the number of Mountains you control.,0.22,ddi
5394,Incremental Growth,{3}{G}{G},5.0,Put a +1/+1 counter on target creature  two +1/+1 counters on another target creature  and three +1/+1 counters on a third target creature.,0.06,w16
5395,Vessel of Endless Rest,{3},3.0,When This Card enters the battlefield  put target card from a graveyard on the bottom of its owner's library. {T}: Add one mana of any color.,0.17,uma
5396,Silent Gravestone,{1},1.0,Cards in graveyards can't be the targets of spells or abilities. {4}  {T}: Exile This Card and all cards from all graveyards. Draw a card.,0.26,rix
5397,Overwhelming Intellect,{4}{U}{U},6.0,Counter target creature spell. Draw cards equal to that spell's mana value.,0.26,ddj
5398,"Samut, Tyrant Smasher",{2}{R/G}{R/G},4.0,Creatures you control have haste. −1: Target creature gets +2/+1 and gains haste until end of turn. Scry 1.,0.19,war
5399,Errant Minion,{2}{U},3.0,Enchant creature At the beginning of the upkeep of enchanted creature's controller  that player may pay any amount of mana. This Card deals 2 damage to that player. Prevent X of that damage  where X is the amount of mana that player paid this way.,0.11,ice
5400,Tunnel,{R},1.0,Destroy target Wall. It can't be regenerated.,0.17,4ed
5401,Astral Arena,_,0.0,No more than one creature can attack each combat. No more than one creature can block each combat. Whenever you roll {CHAOS}  This Card deals 2 damage to each creature.,1.02,opca
5402,Grim Bounty,{2}{B}{B},4.0,"Destroy target creature or planeswalker. Create a Treasure token. (It's an artifact with ""{T}  Sacrifice this artifact: Add one mana of any color."")",0.03,afr
5403,Spear of the General,_,0.0,Equipped creature gets +2/+0 and has first strike. Equip {2},2.55,thp3
5404,Backdraft,{1}{R},2.0,Choose a player who cast one or more sorcery spells this turn. This Card deals damage to that player equal to half the damage dealt by one of those sorcery spells this turn  rounded down.,7.57,leg
5405,Astral Confrontation,{4}{W},5.0,This spell costs {1} less to cast for each opponent you're attacking. Exile target creature.,0.02,clb
5406,Blessed Wine,{1}{W},2.0,You gain 1 life. Draw a card at the beginning of the next turn's upkeep.,0.14,5ed
5407,Invasion of the Giants,{U}{R},2.0,(As this Saga enters and after your draw step  add a lore counter. Sacrifice after III.) I — Scry 2. II — Draw a card. Then you may reveal a Giant card from your hand. When you do  This Card deals 2 damage to target opponent or planeswalker. III — The next Giant spell you cast this turn costs {2} less to cast.,0.05,khm
5408,Momentum,{2}{G},3.0,Enchant creature At the beginning of your upkeep  you may put a growth counter on This Card. Enchanted creature gets +1/+1 for each growth counter on This Card.,0.11,uds
5409,Insidious Will,{2}{U}{U},4.0,Choose one — • Counter target spell. • You may choose new targets for target spell. • Copy target instant or sorcery spell. You may choose new targets for the copy.,0.34,kld
5410,Bane's Contingency,{1}{U}{U},3.0,Counter target spell. If that spell targets a commander you control  instead counter that spell  scry 2  then draw a card.,0.14,clb
5411,Prison Realm,{2}{W},3.0,When This Card enters the battlefield  exile target creature or planeswalker an opponent controls until This Card leaves the battlefield. When This Card enters the battlefield  scry 1.,0.08,war
5412,Gruul Cluestone,{3},3.0,{T}: Add {R} or {G}. {R}{G}  {T}  Sacrifice This Card: Draw a card.,0.07,dgm
5413,Brokers Ascendancy,{G}{W}{U},3.0,At the beginning of your end step  put a +1/+1 counter on each creature you control and a loyalty counter on each planeswalker you control.,1.17,snc
5414,Sungrass Egg,{1},1.0,{2}  {T}  Sacrifice This Card: Add {G}{W}. Draw a card.,0.23,ody
5415,Better Than One,{G}{W},2.0,A person outside the game becomes your teammate. (Choose any number of cards in your hand  on top of your library  or on the battlefield under your control. Those cards become your teammate's hand  library  and permanents  respectively.),0.19,ust
5416,"Sarkhan, the Dragonspeaker",{3}{R}{R},5.0,"+1: Until end of turn  This Card becomes a legendary 4/4 red Dragon creature with flying  indestructible  and haste. (He doesn't lose loyalty while he's not a planeswalker.) −3: This Card deals 4 damage to target creature. −6: You get an emblem with ""At the beginning of your draw step  draw two additional cards"" and ""At the beginning of your end step  discard your hand.""",1.03,ktk
5417,Reaping the Graves,{2}{B},3.0,Return target creature card from your graveyard to your hand. Storm (When you cast this spell  copy it for each spell cast before it this turn. You may choose new targets for the copies.),0.53,scg
5418,Suffocating Fumes,{2}{B},3.0,Creatures your opponents control get -1/-1 until end of turn. Cycling {2} ({2}  Discard this card: Draw a card.),0.23,iko
5419,Soul Rend,{1}{B},2.0,Destroy target creature if it's white. A creature destroyed this way can't be regenerated. Draw a card at the beginning of the next turn's upkeep.,0.17,mir
5420,Genesis Storm,{4}{G}{G},6.0,When you cast this spell  copy it for each time you've cast your commander from the command zone this game. Reveal cards from the top of your library until you reveal a nonland permanent card. You may put that card onto the battlefield. Then put all cards revealed this way that weren't put onto the battlefield on the bottom of your library in a random order.,0.24,c18
5421,Ice Over,{1}{U},2.0,Enchant artifact or creature Enchanted permanent doesn't untap during its controller's untap step.,0.06,aer
5422,Ghostly Possession,{2}{W},3.0,Enchant creature Enchanted creature has flying. Prevent all combat damage that would be dealt to and dealt by enchanted creature.,0.06,cn2
5423,Overburden,{1}{U},2.0,Whenever a player puts a nontoken creature onto the battlefield  that player returns a land they control to its owner's hand.,14.80,pcy
5424,Warhorn Blast,{4}{W},5.0,Creatures you control get +2/+1 until end of turn. Foretell {2}{W} (During your turn  you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.),0.01,khm
5425,Day's Undoing,{2}{U},3.0,"Each player shuffles their hand and graveyard into their library  then draws seven cards. If it's your turn  end the turn. (Exile all spells and abilities from the stack  including this card. Discard down to your maximum hand size. Damage wears off  and ""this turn"" and ""until end of turn"" effects end.)",6.68,ori
5426,Rise of Extus,{4}{W/B}{W/B},6.0,Exile target creature. Exile up to one target instant or sorcery card from a graveyard. Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand  or discard a card to draw a card.),0.01,stx
5427,Contempt,{1}{U},2.0,Enchant creature When enchanted creature attacks  return it and This Card to their owners' hands at end of combat.,0.13,sth
5428,Dregs of Sorrow,{X}{4}{B},5.0,Destroy X target nonblack creatures. Draw X cards.,0.27,c14
5429,Defensive Maneuvers,{3}{W},4.0,Creatures of the creature type of your choice get +0/+4 until end of turn.,0.05,ons
5430,Sacred Fire,{R}{W},2.0,This Card deals 2 damage to any target and you gain 2 life. Flashback {4}{R}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.),0.07,mid
5431,Dream Cache,{2}{U},3.0,Draw three cards  then put two cards from your hand both on top of your library or both on the bottom of your library.,0.19,c18
5432,Gideon Blackblade,{1}{W}{W},3.0,As long as it's your turn  This Card is a 4/4 Human Soldier creature with indestructible that's still a planeswalker. Prevent all damage that would be dealt to This Card during your turn. +1: Up to one other target creature you control gains your choice of vigilance  lifelink  or indestructible until end of turn. −6: Exile target nonland permanent.,1.76,war
5433,Cerebral Eruption,{2}{R}{R},4.0,Target opponent reveals the top card of their library. This Card deals damage equal to the revealed card's mana value to that player and each creature that player controls. If a land card is revealed this way  return This Card to its owner's hand.,0.16,som
5434,Shield Wall,{1}{W},2.0,Creatures you control get +0/+2 until end of turn.,0.12,7ed
5435,Builder's Bane,{X}{X}{R},1.0,Destroy X target artifacts. This Card deals damage to each player equal to the number of artifacts they controlled that were put into a graveyard this way.,0.12,mir
5436,Resculpt,{1}{U},2.0,Exile target artifact or creature. Its controller creates a 4/4 blue and red Elemental creature token.,0.44,stx
5437,Fistful of Force,{1}{G},2.0,Target creature gets +2/+2 until end of turn. Clash with an opponent. If you win  that creature gets an additional +2/+2 and gains trample until end of turn. (Each clashing player reveals the top card of their library  then puts that card on the top or bottom. A player wins if their card had a higher mana value.),0.08,lrw
5438,Exsanguinate,{X}{B}{B},2.0,Each opponent loses X life. You gain life equal to the life lost this way.,7.67,som
5439,Crush Underfoot,{1}{R},2.0,Choose a Giant creature you control. It deals damage equal to its power to target creature.,0.18,mma
5440,The Superlatorium,_,0.0,"Visit — An opponent chooses ""the fastest "" ""the scariest "" or ""the weakest."" You choose a creature  then ask a person outside the game to choose the creature that best fits the chosen criteria. If they chose the same creature you chose  claim the prize! Prize — Create two 1/1 red Balloon creature tokens with flying  then sacrifice This Card and open an Attraction.",0.14,unf
5441,Ichthyomorphosis,{2}{U},3.0,Enchant creature Enchanted creature loses all abilities and is a blue Fish with base power and toughness 0/1.,0.06,thb
5442,Arrest,{2}{W},3.0,Enchant creature Enchanted creature can't attack or block  and its activated abilities can't be activated.,0.09,mm2
5443,Memorial to Genius,_,0.0,This Card enters the battlefield tapped. {T}: Add {U}. {4}{U}  {T}  Sacrifice This Card: Draw two cards.,0.07,c21
5444,Huddle Up,{2}{U},3.0,Assist (Another player can pay up to {2} of this spell's cost.) Two target players each draw a card.,0.09,bbd
5445,Flame Blitz,{R},1.0,At the beginning of your end step  This Card deals 5 damage to each planeswalker. Cycling {2} ({2}  Discard this card: Draw a card.),0.06,mh2
5446,Soul Feast,{3}{B}{B},5.0,Target player loses 4 life and you gain 4 life.,0.15,10e
5447,Luxury Suite,_,0.0,This Card enters the battlefield tapped unless you have two or more opponents. {T}: Add {B} or {R}.,5.60,clb
5448,Drowned Catacomb,_,0.0,This Card enters the battlefield tapped unless you control an Island or a Swamp. {T}: Add {U} or {B}.,6.08,xln
5449,Fields of Summer,_,0.0,Whenever a player casts a spell  that player may gain 2 life. Whenever you roll {CHAOS}  you may gain 10 life.,3.28,opca
5450,Spirit Mantle,{1}{W},2.0,Enchant creature Enchanted creature gets +1/+1 and has protection from creatures.,0.45,cmr
5451,Spy Network,{U},1.0,Look at target player's hand  the top card of that player's library  and any face-down creatures they control. Look at the top four cards of your library  then put them back in any order.,0.22,ons
5452,Greatsword of Tyr,{1}{W},2.0,Whenever equipped creature attacks  put a +1/+1 counter on it and tap up to one target creature defending player controls. Equip {W} ({W}: Attach to target creature you control. Equip only as a sorcery.),0.10,clb
5453,Banshee's Blade,{2},2.0,Equipped creature gets +1/+1 for each charge counter on This Card. Whenever equipped creature deals combat damage  put a charge counter on This Card. Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery. This card enters the battlefield unattached and stays on the battlefield if the creature leaves.),0.22,mrd
